cids,>O00141,>O00311,>O00418,>O00444,>O14757,>O14920,>O14965,>O15075,>O15111,>O15264,>O15530,>O43293,>O43741,>O43781,>O60285,>O75582,>O75676,>O94806,>O96013,>O96017,>P04049,>P04629,>P05129,>P05771,>P06239,>P06241,>P06493,>P07332,>P07947,>P07948,>P08631,>P09769,>P11309,>P11362,>P11802,>P12931,>P15056,>P15735,>P16591,>P17252,>P17612,>P19784,>P21802,>P22455,>P22607,>P22612,>P22694,>P23443,>P24723,>P24941,>P27361,>P27448,>P28482,>P29376,>P30291,>P30530,>P31749,>P31751,>P34947,>P36507,>P41240,>P41279,>P41743,>P42679,>P42685,>P43403,>P43405,>P45983,>P45984,>P48729,>P48730,>P49137,>P49336,>P49674,>P49759,>P49760,>P49840,>P49841,>P50613,>P50750,>P51451,>P51617,>P51812,>P51813,>P51817,>P51955,>P51957,>P52564,>P53350,>P53667,>P53778,>P53779,>P54619,>P54646,>P67870,>P68400,>P78368,>Q00534,>Q00535,>Q02156,>Q02750,>Q02779,>Q04759,>Q04771,>Q05513,>Q05655,>Q06187,>Q06418,>Q08881,>Q12851,>Q13131,>Q13153,>Q13177,>Q13188,>Q13237,>Q13554,>Q13555,>Q13557,>Q13627,>Q13882,>Q13976,>Q14012,>Q14164,>Q14680,>Q15078,>Q15118,>Q15139,>Q15418,>Q15759,>Q16288,>Q16512,>Q16539,>Q16566,>Q16584,>Q16620,>Q16644,>Q7KZI7,>Q86V86,>Q8IU85,>Q8IW41,>Q8NE63,>Q8TDC3,>Q96GD4,>Q96KB5,>Q96L34,>Q96PF2,>Q96RR4,>Q96SB4,>Q9BUB5,>Q9BWU1,>Q9BXA7,>Q9BZL6,>Q9H0K1,>Q9H3Y6,>Q9H4B4,>Q9HAZ1,>Q9HBH9,>Q9HBY8,>Q9HC98,>Q9HCP0,>Q9NR20,>Q9NWZ3,>Q9NYL2,>Q9P1W9,>Q9P289,>Q9UBE8,>Q9UBF8,>Q9UBS0,>Q9UEE5,>Q9UGI9,>Q9UGJ0,>Q9UHD2,>Q9UQM7,>Q9Y243,>Q9Y463,>Q9Y478,>Q9Y4K4,>Q9Y6M4
CHEMBL206955,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207037,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207130,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207235,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207246,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207445,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207584,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207674,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207687,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207718,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL207815,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL208048,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL208118,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL208286,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL208292,11.1,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,11.1,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,nan,nan,11.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.1,11.1,nan,nan,nan,nan,11.1,nan,nan
CHEMBL208637,11.126872146,nan,11.500000186,11.500000186,11.177758728,11.59742485,11.380575548,11.1,11.711954464,11.230575519,11.500000186,11.953871964,11.108773924,11.300000237,nan,11.800000504,nan,11.500000186,11.379818756,11.261138299,nan,11.701029687,11.177758728,nan,11.684317809,12.191514981,11.175305061,11.800000504,nan,11.869551079,nan,nan,11.118106086,11.413951172,nan,11.610623301,nan,11.400000202,nan,nan,11.212469432,11.336572006,11.427902142,11.427902142,11.800000504,11.224938737,11.224938737,11.286962717,11.180921908,11.182750839,11.136212173,11.286962717,11.177758728,nan,nan,11.800000504,11.193093138,11.187860421,nan,nan,nan,nan,nan,11.800000504,11.699999383,nan,nan,12.541446092,12.311089364,11.300000237,11.203952763,11.187860421,nan,nan,nan,11.200000128,11.175305061,11.274370944,nan,nan,11.923908741,11.200000128,11.215384204,nan,nan,11.618106086,11.300000237,nan,11.175305061,11.108864383,11.262469487,12.42027199,11.108773924,11.108773924,11.336572006,11.318286122,11.200000128,nan,11.115758526,nan,nan,nan,nan,nan,11.200000128,11.175305061,nan,11.800000504,11.520216403,11.400000202,11.204387081,11.106614133,nan,11.177758728,nan,11.200000128,11.300000237,11.300000237,11.280575573,11.699999383,nan,11.300000237,nan,nan,nan,11.520216403,nan,nan,nan,nan,nan,nan,11.165501549,nan,11.423393844,11.1,11.212469432,11.200000128,nan,nan,11.200000128,11.1,11.286962717,11.1,nan,nan,nan,11.200000128,nan,nan,nan,11.701029687,nan,nan,11.198455071,11.1,11.1,11.1,nan,11.300000237,11.200000128,11.102182403,11.200000128,11.953871964,nan,nan,nan,11.273925197,11.699999383,11.108773924,11.108773924,nan,nan,11.111138197,nan,11.108773924,11.200000128,11.300000237
CHEMBL210032,11.126872146,nan,nan,nan,11.177758728,11.594850022,11.261150909,11.1,12.113228266,11.230575519,nan,11.953871964,11.108773924,11.300000237,nan,nan,nan,11.500000186,11.359637311,11.261138299,nan,11.702059991,11.177758728,nan,11.668636236,12.191514981,11.175305061,nan,nan,11.869551079,nan,nan,11.118106086,11.427902142,nan,11.821246399,nan,nan,nan,nan,11.212469432,11.336572006,11.427902142,11.427902142,11.624574271,11.224938737,11.224938737,11.286962717,11.180921908,11.993027532,11.136212173,11.286962717,11.177758728,nan,nan,nan,11.193093138,11.187860421,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.130101732,11.553241223,11.300000237,11.203952763,11.187860421,nan,nan,nan,11.599999679,11.175305061,11.274370944,nan,nan,11.923908741,11.200000128,11.215384204,nan,nan,11.118106086,11.300000237,nan,11.175305061,11.108864383,11.262469487,11.70136623,11.108773924,11.108773924,11.336572006,11.318286122,11.200000128,nan,11.115758526,nan,nan,nan,nan,nan,11.200000128,11.175305061,nan,nan,11.810108202,11.500000186,11.204387081,11.106614133,nan,11.177758728,nan,11.200000128,11.300000237,11.300000237,11.280575573,nan,nan,11.300000237,nan,nan,nan,11.520216403,nan,nan,nan,nan,nan,nan,11.165501549,nan,11.446787486,11.1,11.212469432,nan,nan,nan,11.200000128,11.1,11.286962717,11.1,nan,nan,nan,11.900000875,nan,nan,nan,11.122878745,nan,nan,11.198455071,12.1,11.1,11.1,nan,11.300000237,nan,11.102182403,11.200000128,11.953871964,nan,nan,nan,11.273925197,nan,11.108773924,11.108773924,nan,nan,11.111138197,nan,11.108773924,11.200000128,nan
CHEMBL210618,11.126872146,11.999998417,11.500000186,11.500000186,11.177758728,11.59742485,11.380575548,11.1,11.711954464,11.230575519,11.500000186,11.976935191,11.108773924,11.300000237,nan,11.800000504,nan,11.1,11.379818756,11.261138299,nan,11.701029687,nan,nan,11.684317809,12.195757008,11.175305061,nan,nan,11.884775977,nan,nan,11.118106086,11.413951172,nan,11.610623301,nan,11.400000202,nan,nan,11.212469432,11.336572006,11.427902142,11.427902142,11.800000504,11.224938737,11.224938737,11.584260381,11.180921908,12.193092591,11.136212173,11.286962717,11.413951172,nan,nan,11.800000504,11.193093138,11.187860421,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.336089189,14.00982337,11.300000237,11.203952763,11.187860421,nan,nan,nan,11.200000128,11.175305061,11.274370944,nan,nan,11.911954808,11.200000128,11.215384204,nan,11.900000875,11.618106086,11.300000237,nan,11.175305061,11.108864383,11.262469487,13.383996656,11.108773924,11.108773924,11.336572006,11.318286122,11.200000128,nan,11.115758526,nan,nan,nan,nan,nan,11.200000128,11.175305061,nan,nan,11.710108639,11.300000237,11.204387081,11.106614133,nan,11.177758728,11.900000875,11.200000128,11.300000237,11.300000237,11.280575573,nan,11.800000504,11.200000128,nan,11.900000875,nan,11.520216403,nan,nan,nan,nan,nan,nan,11.165501549,nan,11.423393844,11.1,11.212469432,nan,nan,11.900000875,11.200000128,11.1,11.286962717,11.1,nan,11.900000875,nan,11.200000128,nan,10.1,11.900000875,11.37572413,nan,nan,11.198455071,11.1,11.1,11.1,nan,11.300000237,nan,11.102182403,11.200000128,11.92693642,nan,nan,nan,11.568521083,nan,11.108773924,11.108773924,nan,nan,11.111138197,nan,11.108773924,11.200000128,nan
CHEMBL210928,11.126872146,11.999998417,11.500000186,11.500000186,11.177758728,11.59742485,11.380575548,11.1,11.711954464,11.230575519,11.500000186,11.976935191,11.108773924,11.300000237,nan,11.800000504,nan,11.1,11.379818756,11.261138299,nan,11.701029687,11.177758728,nan,11.684317809,12.195757008,11.175305061,11.800000504,nan,11.884775977,nan,nan,11.118106086,11.413951172,nan,11.810623451,nan,11.400000202,11.900000875,nan,11.212469432,11.336572006,11.427902142,11.427902142,11.800000504,11.224938737,11.224938737,11.286962717,11.180921908,11.182750839,11.136212173,11.286962717,11.177758728,nan,nan,11.800000504,11.193093138,11.187860421,nan,nan,nan,nan,11.400000202,11.800000504,11.900000875,nan,11.900000875,14.113488861,13.708498808,11.300000237,11.203952763,11.187860421,nan,nan,nan,11.200000128,11.175305061,11.274370944,nan,nan,11.911954808,11.200000128,11.215384204,nan,11.900000875,11.118106086,11.300000237,nan,11.175305061,11.108864383,11.262469487,13.650363406,11.108773924,11.108773924,11.336572006,11.318286122,11.200000128,nan,11.115758526,nan,nan,nan,nan,nan,11.200000128,11.175305061,11.999998417,11.800000504,11.710108639,11.300000237,11.204387081,11.106614133,nan,11.177758728,11.900000875,11.200000128,11.300000237,11.300000237,11.280575573,11.699999383,11.800000504,11.300000237,nan,11.900000875,nan,11.520216403,nan,nan,nan,11.999998417,nan,nan,11.165501549,nan,11.423393844,11.1,11.212469432,11.200000128,nan,11.900000875,11.200000128,11.1,11.286962717,11.1,nan,11.900000875,nan,11.200000128,nan,10.1,11.900000875,11.122878745,nan,11.900000875,11.198455071,11.1,11.1,11.1,nan,11.300000237,11.200000128,11.102182403,11.200000128,11.92693642,nan,nan,nan,11.273925197,11.500000186,11.108773924,11.108773924,nan,nan,11.111138197,nan,11.108773924,11.200000128,11.300000237
CHEMBL210963,11.126872146,11.999998417,11.500000186,11.500000186,11.177758728,11.59742485,11.380575548,11.1,11.711954464,11.230575519,11.500000186,11.976935191,11.108773924,11.400000202,nan,11.800000504,nan,11.599999679,11.379818756,11.261138299,nan,11.701029687,11.177758728,nan,11.684317809,12.195757008,11.175305061,11.800000504,nan,11.884775977,nan,nan,11.118106086,11.413951172,nan,11.810623451,nan,11.400000202,11.900000875,nan,11.212469432,11.336572006,11.427902142,11.427902142,11.800000504,11.224938737,11.224938737,11.286962717,11.180921908,11.182750839,11.136212173,11.286962717,11.318286122,nan,nan,11.800000504,11.193093138,11.187860421,nan,nan,nan,nan,11.400000202,11.800000504,11.699999383,nan,11.900000875,14.183690696,13.767229099,11.300000237,11.203952763,11.187860421,nan,nan,nan,11.200000128,11.175305061,11.274370944,nan,nan,11.911954808,11.200000128,11.215384204,nan,11.900000875,11.118106086,11.300000237,nan,11.175305061,11.108864383,11.262469487,13.694212497,11.108773924,11.108773924,11.336572006,11.318286122,11.200000128,nan,11.115758526,nan,nan,nan,nan,nan,11.200000128,11.175305061,11.999998417,11.800000504,11.710108639,11.300000237,11.204387081,11.106614133,nan,11.177758728,11.900000875,11.200000128,11.300000237,11.300000237,11.280575573,11.699999383,11.800000504,11.300000237,nan,11.900000875,nan,11.520216403,nan,nan,nan,11.999998417,nan,nan,11.165501549,nan,11.423393844,11.1,11.212469432,11.200000128,nan,11.900000875,11.200000128,11.1,11.286962717,11.1,nan,11.900000875,nan,11.200000128,nan,nan,11.900000875,11.122878745,nan,11.900000875,11.198455071,11.1,11.1,11.1,nan,11.300000237,11.200000128,11.102182403,11.200000128,11.92693642,nan,nan,nan,11.273925197,11.500000186,11.108773924,11.108773924,nan,nan,11.111138197,nan,11.108773924,11.200000128,11.300000237
